Index	Reading No	Time	Type	Duration	Units	Sigma Value	Sequence	Flags	SAMPLE	LOCATION	INSPECTOR	MISC	NOTE	Res	EScale	Shape Time	Mo	Mo Error	Zr	Zr Error	Sr	Sr Error	U	U Error	Rb	Rb Error	Th	Th Error	Pb	Pb Error	Au	Au Error	Se	Se Error	As	As Error	Hg	Hg Error	Zn	Zn Error	W	W Error	Cu	Cu Error	Ni	Ni Error	Co	Co Error	Fe	Fe Error	Mn	Mn Error	Cr	Cr Error	V	V Error	Ti	Ti Error	Sc	Sc Error	Ca	Ca Error	K	K Error	S	S Error	Nd	Nd Error	Pr	Pr Error	Ce	Ce Error	La	La Error	Ba	Ba Error	Sb	Sb Error	Sn	Sn Error	Cd	Cd Error	Pd	Pd Error	Ag	Ag Error	Bal	Bal Error	Nb	Nb Error	Y	Y Error	Bi	Bi Error	Re	Re Error	Ta	Ta Error	Hf	Hf Error	Al	Al Error	P	P Error	Si	Si Error	Cl	Cl Error	Mg	Mg Error	MgO	MgO Error	Al2O3	Al2O3 Error	SiO2	SiO2 Error	P2O5	P2O5 Error	K2O	K2O Error	CaO	CaO Error	TiO2	TiO2 Error	MnO	MnO Error	Fe2O3	Fe2O3 Error	Cs	Cs Error	Te	Te Error
364	364	22/11/2019 08:51	TestAll Geo	121.3	ppm	2	Final	-3mm 	branco	rio salitre	kotaro	silica	calibracao-22-11-19				<LOD	2.64	<LOD	1.98	<LOD	1.27	<LOD	3.28	<LOD	1.35	<LOD	2.37	<LOD	3.26	<LOD	4.7	<LOD	2.56	<LOD	2.82	<LOD	7.02	<LOD	6.18	79.88	26.17	<LOD	11.94	37.21	17.84	<LOD	14.26	42.98	19.67	70.38	29.28	<LOD	6.1	7.48	4.1	<LOD	14.3	<LOD	2.82	<LOD	11.34	658.35	185.17	<LOD	70.01	171.28	55.23	112.55	38.9	<LOD	46.92	107.78	31.4	206.47	16.08	41.86	6.91	25.22	5.84	13.72	4.32	4.82	2.19	<LOD	3.65	555099.44	1715.78	<LOD	1.5	<LOD	1.5	<LOD	13.31	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	1079.44	873.39	243.48	440365.97	3104.61	1303.16	37.61	<LOD	1943.5	<LOD	0	<LOD	0	942383.25	0	2000.05	0	796.61	0	<LOD	0	<LOD	0	90.79	0	61.47	0	118.15	8.62	49.72	7.86
365	365	22/11/2019 08:53	TestAll Geo	122	ppm	2	Final	-3mm 	branco	rio salitre	kotaro	silica	calibracao-22-11-19				<LOD	2.66	<LOD	2.03	<LOD	1.28	<LOD	3.25	<LOD	1.35	<LOD	2.33	<LOD	3.1	<LOD	4.52	<LOD	2.45	<LOD	2.7	7.49	4.77	<LOD	6.19	<LOD	18.99	<LOD	11.31	41.89	17.83	<LOD	14.42	<LOD	28.26	56.78	28.65	<LOD	6.03	9.84	4.21	<LOD	14.55	<LOD	3.14	<LOD	11.63	619.44	188.55	<LOD	68.12	186.95	54.39	121.11	38.27	55.55	30.88	95.64	30.77	176.62	16.14	32.55	6.92	17.62	5.83	13.94	4.39	<LOD	3.18	<LOD	3.7	552952.13	1738.39	<LOD	1.5	<LOD	1.5	<LOD	17.59	<LOD	1.5	<LOD	1.5	<LOD	1.5	913.63	549.02	888.51	238.34	437518.69	3222.58	1287.07	37.11	4404.1	1686.36	7310.81	0	1726.77	0	936290.06	0	2034.68	0	749.53	0	<LOD	0	<LOD	0	73.24	0	34.34	0	99.06	8.66	38.3	7.87
366	366	22/11/2019 08:56	TestAll Geo	121.58	ppm	2	Final	-3mm 	branco	rio salitre	kotaro	silica	calibracao-22-11-19				<LOD	2.62	<LOD	1.94	<LOD	1.3	<LOD	3.28	<LOD	1.3	<LOD	2.44	<LOD	3.32	<LOD	4.77	<LOD	2.56	<LOD	2.71	<LOD	7.01	<LOD	6.33	59.02	25.66	<LOD	11.55	34.61	17.7	<LOD	13.85	31.48	19.04	<LOD	42.02	<LOD	5.9	6.09	3.87	<LOD	13.44	<LOD	2.54	<LOD	11.47	675.4	179.2	743.66	41.09	161.01	54.12	118.72	38.2	73.11	31.03	98.41	30.76	176.13	15.67	40.49	6.8	21.24	5.7	9.79	4.2	4.28	2.15	<LOD	3.55	549812.56	1731.83	<LOD	1.5	<LOD	1.5	<LOD	11.45	<LOD	1.5	<LOD	1.5	<LOD	1.5	1037.99	564.03	659	243.79	441805.75	3087.59	1293.48	37.59	2938.93	1647.76	4878.63	0	1961.8	0	945464.38	0	1509.11	0	817.24	0	<LOD	0	<LOD	0	51.62	0	45.02	0	108.69	8.46	45.69	7.71
367	367	22/11/2019 08:58	TestAll Geo	122.02	ppm	2	Final	-3mm 	branco	rio salitre	kotaro	silica	calibracao-22-11-19				<LOD	2.59	<LOD	1.93	<LOD	1.23	<LOD	3.19	<LOD	1.31	<LOD	2.26	<LOD	3.1	<LOD	4.62	<LOD	2.37	<LOD	2.6	<LOD	7.04	<LOD	5.88	69.84	25.49	<LOD	11.41	32	17.28	<LOD	14.12	45.77	19.28	71.39	28.7	<LOD	6.05	<LOD	6.09	<LOD	14.3	<LOD	2.89	109.27	53.23	701.41	186.45	<LOD	71.21	127.14	54.55	81.02	38.46	<LOD	61.68	66.24	31.03	199.13	15.91	41.49	6.87	25.09	5.79	18.23	4.36	3.47	2.14	<LOD	3.59	551350	1679.38	<LOD	1.5	<LOD	1.5	<LOD	11.74	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	1331.59	710.01	242.81	444708.34	3228.88	1323.02	37.97	<LOD	2751.82	<LOD	0	<LOD	0	951675.88	0	1625.93	0	848.7	0	152.98	0	<LOD	0	92.1	0	65.46	0	124.01	8.58	55.23	7.84
368	368	22/11/2019 09:01	TestAll Geo	121.83	ppm	2	Final	-3mm 	branco	rio salitre	kotaro	silica	calibracao-22-11-19				<LOD	2.65	<LOD	2.01	<LOD	1.28	<LOD	3.21	<LOD	1.3	<LOD	2.52	<LOD	3.32	<LOD	4.77	<LOD	2.4	<LOD	2.72	<LOD	7.06	<LOD	6.25	58.04	25.87	<LOD	11.55	36.09	17.82	<LOD	13.89	28.7	19.13	61.97	29.07	<LOD	6.05	6.88	3.97	<LOD	13.7	<LOD	2.78	<LOD	78.86	575.83	183.86	<LOD	70.2	162.46	54.96	65.99	38.46	<LOD	46.71	60.12	31.07	186.79	16.15	44.57	7.03	24.34	5.9	12.88	4.36	5.12	2.23	<LOD	3.68	551645.19	1726.67	<LOD	1.5	<LOD	1.5	<LOD	15.15	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	828.28	742.2	244.86	443855.75	3288.43	1314.29	38.29	<LOD	2399.75	<LOD	0	1197.37	0	949851.38	0	1699.63	0	696.75	0	107.76	0	<LOD	0	79.94	0	41.04	0	113.64	8.7	51.54	7.97
369	369	22/11/2019 09:03	TestAll Geo	121.15	ppm	2	Final	-3mm 	branco	rio salitre	kotaro	silica	calibracao-22-11-19				<LOD	2.67	<LOD	2.02	<LOD	1.29	<LOD	3.14	<LOD	1.27	<LOD	2.53	<LOD	3.51	<LOD	4.67	<LOD	2.41	<LOD	2.82	<LOD	7.26	<LOD	6.17	79.01	26.18	<LOD	11.96	49.52	18.16	<LOD	14.68	45.54	19.91	93.36	30.35	<LOD	6.06	7.72	4.07	<LOD	14.01	<LOD	2.66	<LOD	11.49	676.26	187.77	673.87	39.35	123.09	55.36	87.18	39.09	<LOD	73.08	55.32	31.45	191.97	15.92	40.44	6.87	19.4	5.74	11.19	4.26	<LOD	3.21	<LOD	3.58	549461.38	1727.74	<LOD	1.5	<LOD	1.5	<LOD	12.17	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	1192.76	1010.8	245.68	446352.78	3284.48	1328.1	38.19	<LOD	3452.98	<LOD	0	<LOD	0	955195	0	2314.73	0	818.27	0	<LOD	0	<LOD	0	120.44	0	65.12	0	113.76	8.56	52.02	7.84
370	370	22/11/2019 09:06	TestAll Geo	122.66	ppm	2	Final	-3mm 	branco	rio salitre	kotaro	silica	calibracao-22-11-19				<LOD	2.65	<LOD	1.99	<LOD	1.26	<LOD	3.19	<LOD	1.3	<LOD	2.41	<LOD	3.41	<LOD	4.82	<LOD	2.53	<LOD	2.69	<LOD	7	<LOD	6.15	<LOD	19.06	<LOD	11.83	47.45	17.95	<LOD	14.31	<LOD	28.56	84.54	29.61	<LOD	5.92	6.84	3.96	<LOD	13.77	<LOD	2.76	<LOD	11.43	742.04	184.7	718.84	40.74	124.24	55.26	110.53	39.17	<LOD	74.15	81.74	31.51	189.12	16.1	40.94	6.96	26.98	5.91	13.2	4.35	<LOD	3.25	<LOD	3.65	547384.63	1725.2	<LOD	1.5	<LOD	1.5	<LOD	14.75	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	842.41	864.92	247.17	445595.66	3129.22	1329.39	38.21	<LOD	2383.96	2907.85	0	1384.77	0	953574.75	0	1980.67	0	897.86	0	<LOD	0	<LOD	0	109.06	0	38.89	0	111.43	8.66	51.69	7.94
371	371	22/11/2019 09:08	TestAll Geo	123.84	ppm	2	Final	-3mm 	branco	rio salitre	kotaro	silica	calibracao-22-11-19				<LOD	2.63	<LOD	1.98	<LOD	1.23	<LOD	3.28	<LOD	1.35	<LOD	2.4	<LOD	3.25	<LOD	4.92	<LOD	2.57	<LOD	2.65	<LOD	7.02	<LOD	6.29	47.15	25.73	<LOD	16.39	29.71	17.51	<LOD	14.23	34.86	19.16	62.81	28.64	<LOD	6.01	8.11	4.02	<LOD	13.81	<LOD	2.87	<LOD	11.77	631.95	185.43	<LOD	69.28	116.53	53.61	93.52	37.93	<LOD	45.99	59.13	30.49	181.58	15.52	35.09	6.67	25.25	5.68	13.56	4.21	<LOD	3.1	<LOD	3.45	548956	1721.3	<LOD	1.5	<LOD	1.5	<LOD	11.31	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	802.16	843.98	235.45	443288.38	3044.82	1288.23	36.06	2661.21	1562.35	4417.61	0	1162.67	0	948637.19	0	1932.72	0	764.66	0	<LOD	0	<LOD	0	81.03	0	49.84	0	106.12	8.34	46.58	7.63
372	372	22/11/2019 09:10	TestAll Geo	120.12	ppm	2	Final	-3mm 	branco	rio salitre	kotaro	silica	calibracao-22-11-19				<LOD	2.65	<LOD	1.97	<LOD	1.27	<LOD	3.21	<LOD	1.31	<LOD	2.4	<LOD	3.15	<LOD	4.65	<LOD	2.53	<LOD	2.79	<LOD	6.98	<LOD	6.24	67.02	25.72	<LOD	11.77	41.08	17.77	<LOD	14.3	31.39	19.15	84.39	29.42	<LOD	6.01	6.76	3.91	<LOD	13.52	<LOD	2.68	<LOD	11.44	632.41	180.04	<LOD	68.69	193.3	53.79	134.4	37.9	<LOD	45.47	92.06	30.39	185.08	15.79	40.87	6.83	24.68	5.77	10.84	4.24	4.24	2.16	<LOD	3.58	546283.75	1716.02	<LOD	1.5	<LOD	1.5	<LOD	12.12	<LOD	1.5	<LOD	1.5	<LOD	1.5	951.77	567.24	965.27	249.81	448141.28	3109.12	1290.14	37.85	<LOD	2069.19	<LOD	0	1798.85	0	959022.38	0	2210.47	0	765.22	0	<LOD	0	<LOD	0	108.86	0	44.89	0	114.22	8.51	43.73	7.73
373	373	22/11/2019 09:13	TestAll Geo	120.68	ppm	2	Final	-3mm 	branco	rio salitre	kotaro	silica	calibracao-22-11-19				<LOD	2.69	<LOD	1.98	<LOD	1.26	<LOD	3.26	<LOD	1.31	<LOD	2.28	<LOD	3.28	<LOD	4.56	<LOD	2.46	<LOD	2.8	<LOD	7.12	<LOD	6.16	89.28	25.99	<LOD	12.01	46.13	17.66	<LOD	13.82	46.3	19.46	<LOD	41.67	<LOD	6	8.23	3.97	<LOD	13.59	<LOD	2.99	89.09	45.13	578.67	157.74	<LOD	68.76	148.37	45.87	108.08	32.38	57.03	26.22	68.75	25.97	184.56	15.75	41.87	6.83	26.67	5.77	11.66	4.24	4.94	2.17	<LOD	3.5	588181.38	1665.91	<LOD	1.5	<LOD	1.5	<LOD	17	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	775.01	780.46	217.74	407681.97	2982.8	1152.88	33.29	<LOD	3117.67	<LOD	0	<LOD	0	872439.44	0	1787.25	0	700.19	0	124.73	0	<LOD	0	47.55	0	66.21	0	108.46	8.47	42.47	7.7
374	374	22/11/2019 09:15	TestAll Geo	123.04	ppm	2	Final	-3mm 	branco	rio salitre	kotaro	silica	calibracao-22-11-19				<LOD	2.59	<LOD	1.9	<LOD	1.21	<LOD	3.13	<LOD	1.32	<LOD	2.34	<LOD	3.17	<LOD	4.45	<LOD	2.38	<LOD	2.57	<LOD	6.74	<LOD	6.01	71.26	24.89	<LOD	16.08	39.22	17.31	<LOD	13.36	<LOD	27.54	52.24	27.84	<LOD	6.04	7.65	4.01	<LOD	13.78	<LOD	2.75	98.31	53.3	657.08	185.57	<LOD	70.92	130.67	56.14	119.85	39.81	<LOD	47.94	67.92	31.9	203.07	16.35	39.33	7.01	27.61	5.97	14.16	4.41	5.88	2.26	<LOD	3.64	547394.94	1671.79	<LOD	1.5	<LOD	1.5	<LOD	13.99	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	1199.97	874.19	245.62	448421.28	3207.11	1321	37.88	<LOD	2176.65	<LOD	0	<LOD	0	959621.56	0	2001.9	0	795.06	0	137.63	0	<LOD	0	67.4	0	36.17	0	109.8	8.74	51	8.01
375	375	22/11/2019 09:20	TestAll Geo	120.51	ppm	2	Final	-3mm 	padrao	rio salitre	kotaro	rocha	cali				14.47	2.85	370.54	6	100.84	3.27	27.7	6.05	82.97	2.58	43.25	4.53	47.45	5.76	<LOD	7.48	<LOD	2.67	102.3	7.05	14.48	7.98	46.44	8.65	339.93	40.47	290.2	20.98	96.85	24.06	<LOD	95.96	40659.95	546.78	469.68	53.36	31.93	10.34	112.56	23.63	4254.34	84.78	<LOD	31.05	6407.09	139.35	26472.77	987.53	2088.18	80.6	371.17	60.68	216.45	42.27	155.64	34.47	146.36	33.44	466	20.71	36.45	8.04	36.62	7.04	<LOD	7.44	4.92	2.58	<LOD	4.29	568034.5	2090.61	12.94	2.02	2.25	1	<LOD	27.98	<LOD	1.5	<LOD	1.5	<LOD	1.5	69609.6	1907.78	1093.2	217.18	279751.78	2988.45	967.06	44.65	<LOD	6802.61	<LOD	0	131562.14	0	598668.81	0	2503.42	0	32032.05	0	8969.93	0	7104.75	0	605.89	0	58143.73	0	145.45	10.29	54.5	9.29
376	376	22/11/2019 09:25	TestAll Geo	120.86	ppm	2	Final	-3mm 	apa2001-72.20-1	rio salitre	kotaro	rocha					10.35	2.8	392.06	6.11	102.21	3.27	25.5	5.9	80.72	2.52	39.68	4.37	44.69	5.6	<LOD	7.05	<LOD	3.16	103.07	6.97	<LOD	11.73	40.2	8.4	379.83	40.11	268.59	20.33	98.66	24.35	<LOD	95.28	40319.86	542.44	433.52	51.96	39.08	10.56	89.51	23.5	4211.33	85.4	<LOD	31.17	6446.59	141.45	30633.58	1178.7	2329.18	95.14	412.69	69.95	218.89	48.54	171.29	39.66	208.25	38.79	487.7	20.98	37.93	8.12	32.08	7.02	10.87	5.05	<LOD	3.8	<LOD	4.33	523415.16	2233.07	11.35	1.98	2.58	1	<LOD	18.39	<LOD	1.5	<LOD	1.5	<LOD	1.5	80431.97	2058.1	1332.71	249.42	310304.66	4214.89	1120.56	52.93	<LOD	4275.29	<LOD	0	152016.42	0	664052	0	3051.9	0	37066.64	0	9025.22	0	7032.92	0	559.24	0	57657.4	0	144.26	10.35	56.94	9.37
377	377	22/11/2019 10:09	TestAll Geo	120.6	ppm	2	Final	-3mm 	apa2001-72.20-2	rio salitre	kotaro	rocha					<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	300000	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	1.7	0.83	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	1.#R	<LOD	0	<LOD	0	<LOD	0	<LOD	0	<LOD	0	<LOD	0	<LOD	0	<LOD	0	<LOD	0	395.87	44.44	191.63	40.11
378	378	22/11/2019 10:13	TestAll Geo	122.63	ppm	2	Final	-3mm 	apa2001-72.52-1	rio salitre	kotaro	rocha					12.14	5.98	109.56	9.49	14.1	3.68	<LOD	1.9	12.91	3.33	20.43	11.36	39.91	16.07	<LOD	300000	<LOD	22.8	<LOD	22.3	<LOD	300000	<LOD	300000	2791.07	213.51	986.13	93.55	2272.12	169.97	817.81	290.63	46288.11	1452.11	<LOD	300000	15.47	1.59	3.95	1.87	64.66	5.86	2.49	0.91	<LOD	7.45	11081.9	1663.01	22010.48	896.36	1390.39	365.42	825.22	246.9	372.51	194.52	380.68	185.21	1360.86	153.71	191.7	60.34	150.42	52.07	102.86	39.34	<LOD	29.22	<LOD	35.01	870982.31	1860.02	<LOD	7.5	<LOD	1.5	<LOD	45.66	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	4595.68	2230.7	687.69	22773.95	1856.48	12730.45	533.38	<LOD	31079.49	<LOD	0	<LOD	0	48736.25	0	5108.31	0	13409.1	0	<LOD	0	107.98	0	894.58	0	66191.99	0	535.35	76.47	253.19	67.81
379	379	22/11/2019 10:16	TestAll Geo	122.54	ppm	2	Final	-3mm 	apa2001-72.52-2	rio salitre	kotaro	rocha					14.92	5.62	128.06	9.14	9.44	3.07	<LOD	300000	10.24	2.9	<LOD	300000	25.98	13.17	<LOD	300000	<LOD	17.17	20.13	12.82	<LOD	300000	<LOD	300000	2033.27	176.88	776.19	78.51	1812.73	146.51	524.93	250.17	33988.16	1224.94	<LOD	300000	16.4	1.66	3.04	1.99	66.52	6.36	2.64	0.97	<LOD	7.67	666.11	27.36	6980.58	423.26	838.44	274.18	414.56	185.98	237.43	149.72	318.18	146.25	1339.43	120.15	214.16	47.63	149.03	40.52	52.03	27.73	28.82	15.27	<LOD	24.42	918674.94	1146.95	8	4.56	<LOD	1.5	<LOD	47.73	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3067.69	2056.99	480.98	13630.45	1255.01	8811.75	361.12	<LOD	19341.78	<LOD	0	<LOD	0	29169.16	0	4710.51	0	806	0	<LOD	0	111.09	0	556.07	0	48603.07	0	541.02	59.29	291.47	54.23
380	380	22/11/2019 10:19	TestAll Geo	120.56	ppm	2	Final	-3mm 	apa2001-73.57-1	rio salitre	kotaro	rocha					<LOD	300000	189.52	10.25	26.49	3.89	1.82	1.17	31.38	3.82	<LOD	14.57	22.33	11.86	<LOD	300000	<LOD	16.57	<LOD	300000	<LOD	300000	<LOD	300000	2028.39	157.59	713.99	70.96	1546.51	130.4	327.43	211.54	18925.43	1082.75	<LOD	300000	15.24	1.65	4.73	2.17	84.05	6.96	2.88	0.97	<LOD	8.36	12061.53	1616.27	9166.92	518.05	613.3	268.75	361.88	185.43	283.52	151.32	270.51	145.35	1590.3	116.87	139.19	41.44	130.93	37.01	56.37	25.97	24.81	13.85	<LOD	24.01	919483.19	1094.54	14.95	4.65	1.98	1	<LOD	38.81	<LOD	1.5	<LOD	1.5	<LOD	1.5	<LOD	3281.95	2663.26	537.53	18856.55	1493.54	10474.29	443.12	<LOD	21503.02	<LOD	0	<LOD	0	40353.03	0	6098.86	0	14594.45	0	<LOD	0	140.37	0	320.31	0	27063.36	0	477.68	53.9	220.66	48.14
